user_id,book_id,rating
35737,37,5
8415,518,5
26536,263,5
15648,132,5
21237,130,3
10868,7,5
17952,16,4
179,57,4
8458,27,4
3754,90,4
29847,1073,4
16832,357,4
1123,1411,3
9596,36,2
28904,793,4
20083,408,5
11059,87,5
13361,57,4
13694,194,4
7071,59,4
17185,401,4
14834,2190,2
29900,840,5
14040,772,3
8589,31,4
39118,29,3
24725,2,4
31896,377,4
11263,34,2
17185,213,3
4840,53,3
24422,75,5
10018,1316,4
48147,341,4
40317,578,4
23507,136,4
9448,64,4
2329,614,4
51397,9,3
5261,782,4
25920,641,2
282,11,4
19331,374,5
25218,304,3
45248,1936,5
37153,60,3
27663,114,2
30944,769,4
44518,591,5
20179,5,5
48602,346,4
35594,1970,5
16605,155,5
439,378,3
6884,187,2
12316,225,4
46107,16,5
42237,545,2
51031,754,3
12407,401,3
31347,664,5
41495,264,2
43413,55,5
7994,432,2
10950,28,3
3040,1005,3
39696,126,5
29847,478,4
51125,59,4
2066,33,4
28266,43,4
11953,265,5
20834,50,4
8923,409,4
15037,618,3
1101,29,4
5327,90,5
40284,19,4
16915,826,3
12515,35,3
12753,387,5
38683,40,1
34189,354,3
8767,485,4
1266,1238,4
7260,424,4
18809,379,1
46803,242,3
24499,123,2
28861,181,4
11986,98,4
53026,328,3
28767,40,3
45524,292,4
7678,701,5
16823,205,5
18599,32,5
45824,1186,3
34539,867,5
40251,618,3
43646,576,3
6598,6,5
1681,727,5
46749,76,5
10162,193,4
16009,38,5
11691,457,5
25011,17,4
6372,24,5
35509,256,5
36099,374,5
46333,924,5
40440,77,5
4800,556,3
1593,409,4
2406,121,5
10953,512,4
40165,37,5
8669,119,4
1068,129,2
5203,328,3
1697,20,4
28057,650,4
53292,284,5
50949,395,5
32447,4,5
51379,317,4
21778,512,4
24507,59,4
33357,287,5
21609,16,5
3410,60,4
41012,697,5
230,1021,1
16130,144,5
17762,198,4
39941,727,5
19751,480,4
3021,135,2
21975,283,3
1947,24,5
8701,158,5
50255,185,3
9584,62,4
43065,26,2
38635,538,4
3110,626,2
16730,293,4
21609,102,5
48147,1120,4
47323,179,4
32941,31,5
40943,4,5
38475,402,4
1789,31,3
22210,982,4
44955,31,5
19455,21,5
40251,386,4
25278,596,5
41407,1144,4
5172,46,3
38683,45,3
16800,778,1
32611,265,3
47370,221,5
16948,768,4
2181,61,3
37690,95,3
51460,975,3
30846,488,4
14033,117,5
29051,190,5
24993,126,5
6167,228,1
11257,35,1
25840,15,5
13439,639,2
23259,114,4
15575,63,3
8449,514,4
34745,148,3
22632,709,5
8679,57,5
2103,24,4
2709,165,4
6496,5,4
18250,529,2
46659,20,5
42481,358,2
43624,19,5
10337,89,4
24344,95,4
16810,326,4
1225,1567,4
40520,693,3
12340,173,3
27904,620,5
39941,231,4
2191,265,4
1889,471,3
24470,457,4
20560,1458,4
42531,1465,3
11920,966,4
32223,237,4
26320,498,4
10225,83,4
33938,424,4
38795,646,2
46848,347,5
10011,5,4
37035,157,4
5461,28,5
8589,76,5
8449,100,4
5960,122,5
14885,26,3
3450,55,4
21733,30,3
40410,301,4
19611,61,5
8962,17,4
6397,13,5
52993,718,3
51101,578,3
271,688,3
21147,79,4
14326,7,5
44574,1566,5
24598,137,5
16194,52,3
5114,59,5
2647,81,4
21244,184,5
40360,795,4
4052,639,4
34519,316,5
13197,293,4
33580,1184,2
25200,16,5
40865,88,3
2919,669,3
21810,43,3
6128,229,3
46407,10,4
12316,233,3
29857,33,3
34661,66,5
8423,534,3
3005,76,4
30427,14,4
37357,22,4
11927,304,4
3824,160,4
35030,95,4
51166,1,4
38597,28,3
52725,451,4
37702,851,4
8090,479,2
11326,189,5
20664,40,4
18199,16,5
8570,1458,2
9052,178,2
12840,255,2
30427,142,3
6302,62,4
23894,93,4
35450,217,4
47401,718,4
27742,102,4
25215,701,3
8719,534,3
14033,362,4
7254,1159,4
47056,33,3
9863,102,5
22210,125,5
21830,59,4
51511,467,5
13654,2,4
13439,178,4
29273,42,5
36156,534,5
18124,38,5
28345,364,5
18046,150,4
11445,868,4
25177,161,5
44115,104,3
20607,65,4
9340,117,5
14370,47,3
24598,613,3
31546,27,5
2283,402,3
39207,453,5
25278,65,5
21609,681,5
12168,14,2
27275,65,3
28251,496,4
43397,155,5
5838,162,3
25106,130,5
10898,54,5
46521,157,4
13110,98,5
27836,7,5
43418,184,5
3971,824,3
16810,378,5
50786,95,4
40210,86,4
14597,1,5
3877,233,2
48535,180,4
37897,1161,3
14986,341,3
6668,312,5
19867,1139,1
14775,426,3
9635,25,5
9675,142,5
35650,3,2
16823,178,4
11268,13,3
49541,160,3
22319,225,5
36,283,4
46089,46,4
45431,498,5
6263,553,4
46102,53,2
31760,235,3
10561,157,5
39763,32,3
1877,350,5
32419,28,3
9919,885,2
21164,25,5
24008,25,5
8021,42,3
11839,476,4
43114,10,5
7844,179,2
588,25,5
33230,37,5
45989,635,4
5194,184,2
38687,66,3
20972,137,4
5290,1075,3
29315,555,3
27908,245,5
10422,107,5
32554,93,4
11140,38,5
36266,19,4
27671,116,4
9635,29,4
29307,332,3
16789,53,2
42870,1458,5
38369,40,5
18291,289,5
13233,27,4
38345,4,4
12974,427,4
9794,599,4
3621,311,5
42237,413,2
14590,85,5
4025,136,5
8498,693,4
40646,291,5
52722,426,5
28458,63,5
23720,522,4
19173,375,4
28865,219,5
10224,317,4
7004,258,5
17375,349,4
45761,76,4
1546,1210,4
22523,596,2
1631,19,5
7711,22,3
19319,17,3
24598,14,4
31564,512,4
18786,47,3
42838,292,4
29797,54,4
53281,170,2
10594,50,5
25777,373,4
48288,468,3
2218,144,4
41205,35,5
1877,24,5
12316,42,5
6696,137,5
2104,13,5
45714,131,5
6424,18,5
7224,157,5
34915,1158,4
5121,26,4
35848,316,4
49748,654,4
53268,29,3
11955,197,4
20173,205,3
16705,65,4
24800,14,5
50582,97,3
45889,122,3
9771,395,5
6787,561,5
13112,311,3
6730,417,2
49973,261,3
1403,212,1
51660,30,3
49464,118,3
34661,46,5
45679,290,5
42388,531,1
36767,238,4
14234,453,3
11927,23,3
5628,495,3
1570,495,3
13134,190,1
53245,179,5
2687,24,5
4029,150,2
24326,67,3
25448,961,5
11827,44,3
21823,17,5
28018,997,4
39060,646,4
2702,100,4
45080,70,4
2121,49,4
19453,102,5
8364,410,3
51763,5,3
9805,71,5
6333,162,4
17702,219,3
35148,34,1
52036,295,3
14348,34,3
5923,125,2
5617,386,3
39061,85,3
10478,28,5
25102,47,5
10256,82,4
893,1605,4
4840,301,3
24993,65,5
6966,104,5
29857,1317,2
33065,256,2
25200,22,5
8867,399,5
36495,941,3
11837,289,3
21607,597,4
30561,140,2
6035,194,3
1546,1316,4
43410,325,5
6706,375,3
6514,56,3
29732,3,3
21756,156,4
33537,142,4
19757,18,4
13233,758,4
9246,6,2
12167,840,4
12187,131,5
34572,664,4
40815,239,4
52478,547,5
11920,895,5
3853,225,1
12924,1186,2
6424,38,3
2398,851,2
36355,14,5
12776,546,5
51965,1038,3
573,131,2
5352,58,5
5336,344,4
6895,1457,5
11021,23,2
25119,613,3
6443,117,4
20814,38,5
37247,14,5
51048,205,3
30236,1411,4
47763,329,4
11920,596,4
21257,117,5
11608,326,4
30846,58,5
43430,126,5
35880,161,5
35855,198,4
8283,54,5
25846,935,4
24083,248,2
9771,288,5
35114,354,2
34745,3,5
21670,4,4
2597,414,3
12622,560,3
20793,49,1
45604,646,1
39069,161,4
37418,769,5
25087,869,2
33633,323,4
7075,55,4
8569,283,4
37913,51,2
10535,35,4
23768,95,2
1739,63,5
18339,270,2
16896,22,3
16412,437,4
43380,11,5
8505,205,5
16087,265,5
32551,41,4
272,350,3
6598,1566,4
10624,130,3
1989,937,4
7745,133,5
8242,16,4
41282,193,5
34763,168,5
36901,157,5
8672,1319,1
1761,4,4
5136,33,4
14620,273,4
42491,2,5
3061,15,4
43774,172,3
248,132,3
2928,289,3
38215,223,2
27195,358,4
15808,317,3
11390,1526,4
2000,17,5
10162,92,4
29418,32,4
36126,273,3
28452,356,3
11268,82,4
30324,271,3
46345,848,4
10781,46,4
45811,180,5
4444,316,4
4933,316,4
50375,22,4
34248,99,1
39142,413,3
3114,90,3
8939,1739,5
31092,258,4
23286,154,4
15863,441,1
33065,378,5
10142,576,3
33363,132,1
42237,131,2
48863,14,4
452,1005,2
4615,108,5
15185,82,4
51968,184,4
32832,11,5
1697,316,4
19655,57,3
45530,19,5
21851,13,5
30948,984,1
50292,284,3
21878,76,3
21609,421,4
40598,456,3
37503,70,5
47890,112,5
7845,58,4
4019,231,2
28806,3,3
2406,28,5
2647,174,4
39460,278,4
15641,555,4
46407,195,5
28875,45,5
15636,3,2
28985,487,3
9612,731,5
32097,1458,4
31527,150,3
10751,606,5
51746,1136,3
1873,15,4
6514,94,3
41907,353,3
26785,353,4
51746,115,5
37405,714,5
8126,290,3
6992,975,4
45182,578,3
11356,55,5
39892,3,4
11457,37,3
9806,195,4
15529,63,4
3241,125,4
50425,130,3
4803,136,5
400,46,4
6027,867,2
49584,3,3
16377,357,5
49382,165,5
6696,191,1
9286,5,4
28004,730,4
38683,104,1
16543,117,5
25083,63,1
8866,67,4
6134,432,5
21832,81,4
32509,11,4
25172,14,5
13292,33,5
9007,499,1
797,81,3
9257,489,4
28057,10,5
36908,140,5
46521,58,3
10401,35,3
46651,33,3
21380,782,4
9195,21,4
1519,697,4
35126,608,5
18447,407,4
14793,653,4
20065,233,4
46803,31,5
26654,38,5
37453,277,4
23039,222,5
35385,38,5
35824,381,4
15518,190,5
9414,58,3
27745,795,4
3124,42,4
24632,473,5
10478,42,5
21215,1936,4
4124,130,4
14205,119,4
24151,514,5
23310,426,5
15567,24,5
3504,180,4
19755,59,3
38184,1139,5
41372,346,4
38067,18,5
40769,278,5
43584,375,3
13890,2,4
28345,321,4
7298,179,4
7860,347,5
9246,43,2
43519,1073,1
24288,23,3
51048,414,3
2885,97,4
26867,396,4
35126,782,3
2951,132,3
23605,28,4
8090,117,5
14372,317,4
29900,530,3
29428,273,4
25192,741,3
29567,129,5
34418,42,3
23515,24,4
4933,110,5
11986,43,5
9752,45,4
53337,8,4
4730,13,2
33298,33,4
9986,508,4
3850,378,3
48737,11,5
24204,5,4
39113,31,5
8807,642,4
31916,40,2
3788,189,5
27513,168,3
45086,263,4
38792,32,4
2320,137,5
18804,604,4
43774,482,5
29445,23,4
26872,437,5
6925,4,2
8272,86,1
13642,245,5
37221,177,5
26213,642,4
48622,587,3
43646,36,4
31396,38,5
4933,273,5
34496,240,3
49963,227,5
15864,57,4
18823,6,4
10792,184,5
21658,59,4
43985,226,3
27711,195,3
17359,184,5
29426,682,2
12874,228,4
8510,626,5
27332,60,3
30998,33,3
50721,36,4
33227,1785,5
48151,270,3
20629,156,3
47424,1521,5
21237,18,4
12372,137,3
11421,339,5
44281,49,3
44121,451,5
16129,763,5
17458,682,2
2732,4,5
27612,81,5
6606,177,5
13110,94,4
33992,71,3
12874,560,4
27302,25,5
8410,597,3
41858,139,4
10478,236,2
1388,43,2
5610,76,5
10454,46,5
50543,43,5
17218,57,4
10954,538,3
5499,83,4
38515,13,4
8708,83,4
51271,194,1
5179,427,4
41499,422,5
2521,13,5
6341,306,2
33890,92,3
24555,40,3
34987,63,4
48958,80,4
45752,104,4
24499,274,4
10231,69,5
8477,273,3
26781,387,3
19527,195,4
52772,731,2
37985,240,4
17264,311,5
35663,650,4
40776,48,2
39632,53,3
2088,595,2
37284,70,4
880,779,3
37630,145,5
48726,1145,4
16948,1051,5
5844,1526,3
18515,195,4
3878,819,2
17678,229,3
45824,121,3
19715,36,5
36252,530,3
6925,33,4
9668,531,5
20963,138,4
32162,13,3
3504,47,3
19761,7,3
50247,306,3
29837,142,3
24354,56,1
28251,1061,5
36813,570,3
14339,111,4
18526,80,5
13243,31,5
3005,924,4
31503,961,5
35617,359,5
44281,943,3
20311,577,3
3752,198,4
7259,332,4
50724,7,3
18224,241,5
21487,296,4
368,49,2
12009,100,3
7580,31,1
8865,89,3
29428,67,4
25116,1011,5
36987,769,3
22237,496,2
12471,110,5
4057,142,5
11977,410,4
29031,281,3
44064,213,5
9289,375,3
16522,10,4
30294,66,5
27499,172,3
42671,251,5
18807,375,3
19181,1,4
9176,468,4
49160,782,3
13006,49,5
12668,426,5
23508,587,4
14885,325,2
10509,840,4
38956,11,4
43329,11,4
27362,523,4
33227,178,4
16129,158,5
23885,530,4
17081,1280,4
7972,599,3
10432,757,4
37782,276,3
20258,263,3
23523,620,5
38792,3,2
35138,76,5
16234,29,4
11191,293,5
52383,32,5
26411,127,3
1193,105,3
41015,12,4
53209,233,4
27886,296,5
6167,57,4
14885,288,1
47246,94,4
21406,138,4
11735,714,4
40322,185,5
13219,70,5
5267,967,2
26718,17,5
6896,5,3
36901,518,5
7410,45,4
17747,91,3
29638,818,1
8454,284,3
11308,43,3
48282,1435,3
41354,138,5
25914,672,3
46848,234,5
1388,198,5
32191,660,5
40251,42,4
41145,333,5
16346,104,3
2498,132,1
24694,887,4
5111,154,4
7599,18,5
12095,119,4
52763,476,2
23086,40,1
48147,33,4
2572,61,2
26083,4,4
35728,658,3
18599,11,2
349,92,4
13151,191,5
23497,18,5
39931,179,3
31198,209,4
8701,122,4
21728,37,4
17228,2355,5
25868,679,3
35638,54,5
34017,329,5
21610,227,4
15204,661,4
18315,826,5
43403,10,5
16569,982,5
50311,27,4
42302,20,5
7305,233,4
23780,15,4
45604,7,4
44697,115,3
10337,734,5
44593,105,4
45498,199,3
18620,312,5
6507,98,3
13995,39,4
10938,679,4
6200,414,3
17408,71,5
15923,453,3
37744,1108,5
15241,281,3
53161,71,4
11350,178,1
29832,217,5
13197,35,5
9804,730,3
19840,8,4
49998,714,2
10018,236,4
50326,2,5
20059,265,5
48951,641,4
37680,1,3
15054,304,3
12016,696,5
10153,45,5
1038,140,5
36495,383,4
3935,83,5
37075,467,1
33948,422,4
53016,522,4
33312,85,3
32611,17,4
26041,119,4
13654,98,3
2421,136,5
33065,306,1
25902,608,3
1533,178,3
26647,587,5
11128,16,2
35912,298,3
46798,105,2
30944,50,4
10928,608,3
13510,354,3
23722,65,2
48803,24,5
21150,4,5
22373,476,5
13134,58,3
36800,369,4
18526,38,5
46415,211,5
11632,895,4
893,288,3
39508,313,4
26632,243,4
47763,141,3
28875,265,5
14844,375,4
3237,117,3
18478,646,4
28269,293,2
5497,244,5
42838,195,2
1037,387,4
1321,77,3
28494,15,4
31896,595,4
11933,35,5
4,693,5
19453,168,5
42864,264,5
1549,156,3
9597,97,5
7930,877,3
45239,464,5
4887,1185,4
20505,271,4
7088,1139,2
13502,828,4
19073,1084,3
51123,710,3
5686,289,5
4121,114,2
20406,361,2
28559,138,2
44947,79,2
24567,3,4
32994,779,4
29242,229,5
11340,172,4
8966,16,4
24073,314,5
10248,89,4
28875,60,5
14341,158,3
12924,337,4
23576,743,3
17725,110,4
51762,188,4
5924,1518,4
10876,1707,4
5794,87,4
95,1334,4
41145,9,4
38923,261,4
39933,121,2
3898,131,3
8572,229,4
28328,311,4
11472,194,3
2063,165,4
12841,37,5
5917,478,2
9526,150,5
52029,1477,4
5912,937,4
21745,107,4
41644,935,2
22633,13,5
49848,204,4
1554,64,4
8399,158,5
36244,498,4
12009,733,4
23610,387,3
25182,184,5
12418,1135,4
11171,71,3
20693,55,3
10590,209,5
13099,341,4
37751,27,4
25793,5,5
25200,46,5
43169,410,4
41205,62,5
14009,296,5
20542,383,4
31560,150,5
3884,349,5
36627,58,4
34270,15,4
23243,30,3
22195,63,4
24038,899,5
6188,281,4
22600,71,4
41234,162,5
8016,118,4
17115,77,4
27836,93,5
35866,106,2
1326,85,5
17527,25,5
44192,229,5
18433,39,5
2089,108,3
8237,102,4
29427,196,5
20083,223,4
12946,236,5
38308,132,3
20234,93,5
15010,213,2
16240,103,5
8709,66,5
8710,321,3
36984,244,3
5336,21,5
11885,1005,3
6657,468,3
12260,86,3
21359,133,5
11423,19,4
20220,346,4
8709,41,4
1276,31,4
43696,198,4
44587,846,5
36308,281,4
8828,212,5
34619,55,4
19948,160,3
17143,46,4
23558,305,2
33898,199,3
32198,872,4
5702,839,5
1076,45,3
22552,402,4
39618,151,5
43032,160,4
28559,104,4
8090,1569,4
45491,27,5
32771,650,3
19056,28,5
2858,427,4
3996,115,4
43382,255,5
19655,76,3
30329,329,5
33555,248,3
3678,216,3
8507,2,5
20976,1272,5
21217,71,3
9575,150,5
46139,919,5
53245,12,3
27274,47,5
19106,42,3
12056,515,3
946,1393,3
28614,943,5
39460,663,4
17683,325,5
11272,372,3
44801,65,5
36250,287,5
15055,1139,2
30882,121,5
10607,27,5
8403,33,5
7269,235,3
21219,762,4
44397,860,4
21217,107,3
11785,43,1
50326,515,5
39116,28,3
4342,967,3
27332,100,5
6844,26,3
5702,513,5
26097,1435,4
45809,3,3
15886,883,5
10808,354,5
41382,1073,4
30771,293,5
12407,421,3
53281,98,3
4603,129,3
513,2015,2
20718,994,3
26872,1145,3
23284,997,5
5395,857,3
15597,31,5
39703,116,5
21657,37,5
16166,28,4
11107,94,5
44668,11,5
12168,425,2
10920,362,3
49209,171,4
45530,24,5
30835,189,2
16421,97,5
41228,959,4
4906,67,4
9142,42,5
14969,819,4
14652,372,5
9607,160,5
9409,1970,2
1159,191,5
43423,43,5
1138,130,2
14192,7,5
25669,37,3
30478,14,4
11341,162,3
39903,16,5
8590,71,3
26282,476,5
16711,129,4
21996,1,5
11210,398,4
38215,13,3
179,256,2
37754,22,5
46848,89,4
439,43,4
4906,24,4
13217,284,3
12394,25,5
10081,387,3
37037,846,3
40597,10,5
11031,45,4
16711,7,4
37956,78,3
8460,50,4
8646,3,5
5950,217,2
22224,265,5
28179,30,3
50311,2,5
11977,682,3
10142,68,4
19758,51,2
24489,39,4
8785,494,5
7381,265,3
23610,479,4
39992,222,4
48288,312,5
26898,408,4
32989,188,5
39069,482,3
42453,72,5
24507,25,4
12746,142,5
27229,186,4
4480,425,5
35739,296,5
24965,37,5
25687,198,4
8802,515,5
1877,236,4
15039,11,4
4603,130,2
7513,87,4
35696,281,3
29631,560,5
37037,14,4
26126,59,4
5354,1319,5
20218,984,5
39061,204,3
21877,119,4
18003,476,4
6657,148,5
34638,372,5
17718,45,3
14497,225,5
4700,81,4
49209,201,3
34497,390,4
42388,1237,4
1565,2,5
40551,240,4
3565,271,4
35284,56,2
26244,741,4
15886,219,4
42798,25,5
13116,102,5
9246,129,5
7564,638,4
12650,43,3
1933,131,3
9466,1393,5
23711,422,4
16981,4,5
7355,197,2
17908,28,4
48090,877,5
43175,32,4
17579,59,4
1584,407,4
41907,297,3
15834,341,1
16522,3,1
48259,10,5
41328,21,5
9832,357,5
50016,64,2
49913,29,5
1739,125,5
30294,76,5
173,421,4
48111,696,3
34494,297,2
6158,57,5
22669,18,5
40897,59,4
36340,131,5
52383,819,3
23101,119,3
50312,199,4
35449,49,1
22489,54,3
20606,60,5
13674,1566,3
31366,741,3
38524,402,4
30601,248,5
9715,1521,3
33827,14,2
50247,471,4
41142,42,4
31760,311,5
27934,451,3
10018,65,3
13361,115,4
4999,757,5
1544,243,4
48726,101,5
26898,11,5
30236,248,4
12815,1133,5
7071,395,5
11750,1167,4
2347,820,4
14839,208,5
22210,646,4
40937,39,5
8990,4,5
32476,51,5
36633,160,5
8649,42,3
39569,178,5
28396,1,4
28873,165,4
48457,172,5
34428,328,3
37546,84,4
5239,395,4
9448,937,5
29687,68,4
8917,232,5
22602,417,4
7955,131,5
33572,730,3
9684,518,5
17832,99,2
47303,61,4
23576,1,4
20173,72,4
9736,77,3
10672,19,4
43430,265,5
27555,341,5
22073,1133,4
13551,154,5
5272,354,4
28429,29,2
24441,885,3
32901,55,4
53337,342,3
35866,283,2
21380,102,5
6460,362,5
8188,664,4
18539,42,4
8548,56,5
50610,85,4
13479,467,3
18904,59,5
24791,545,4
5665,89,5
2362,233,5
26108,71,5
26704,572,4
19554,199,2
19098,173,5
18736,329,5
40210,372,5
8075,17,5
1374,115,4
2428,763,5
34566,1011,5
8085,271,3
10163,175,4
50645,40,2
44907,158,4
10344,574,4
42593,119,5
25172,1280,5
22243,16,5
430,94,5
50312,60,1
5121,160,4
11527,52,3
6063,282,4
16891,45,5
280,133,3
26309,21,5
10162,151,3
13097,310,2
40174,18,4
48151,672,4
25485,42,2
32410,227,4
8193,121,4
11728,301,3
18826,62,4
15254,332,5
35685,499,2
7546,170,3
11069,872,5
10402,213,4
40823,241,5
18193,186,1
3850,27,5
1403,325,2
41012,4,4
8579,138,3
31887,9,5
20444,76,3
4875,32,4
41858,4,5
14635,436,3
15889,1158,4
5928,530,5
48513,887,4
12515,72,4
34539,916,4
40420,42,5
17009,86,3
10761,664,4
23886,770,3
9449,317,1
50635,57,5
24915,282,2
12791,133,5
11833,13,4
27527,35,4
35505,222,4
41186,154,5
18124,249,3
22909,5,3
22813,65,4
4639,211,2
7694,88,4
26632,966,5
2994,287,5
2329,75,4
11927,39,5
2361,205,5
23612,50,5
38740,958,5
6499,121,3
4309,4,4
8553,9,3
7488,765,5
17747,693,3
9722,190,4
3050,292,4
3821,178,4
248,45,4
16547,32,2
46977,101,4
28341,495,3
13739,97,2
50852,191,5
46345,56,1
29404,136,3
27311,27,5
21002,245,4
8570,301,2
26500,172,4
35450,125,2
12694,71,5
13674,453,2
1952,1393,2
52697,542,3
1739,208,5
19098,730,3
16843,387,3
52740,353,3
